:ID,:LABEL,id:String,label:String,type:String,alternative_labels:String
m4u8drnu,Work,m4u8drnu,"Human skull, seen from below, with details of the lower jaw bone. Etching by Martin after J. Gamelin, 1778/1779.",Work,
