:ID,:START_ID,:END_ID,:TYPE,referenced_in:String,source:String,matched_by:String,relationship_type:String,qualifier:String
HAS_CONCEPT:m4u8drnu-->s6s24vd7,m4u8drnu,s6s24vd7,HAS_CONCEPT,subjects,,,,
